TMAX_C,TMIN_C,PRCP_mm,WIND_m_s,SUN_sec,date,SUN_min,Bee_Activity
19.0,4.8,0.1,5.88,41175.6,2020-05-01,686.26,Moderate
21.9,13.1,0.0,5.49,42371.48,2020-05-02,706.1913333333334,Optimal
21.3,8.4,0.0,6.13,47787.52,2020-05-03,796.4586666666667,Optimal
13.9,3.9,0.0,4.84,37132.06,2020-05-04,618.8676666666667,Poor
10.6,4.8,4.0,3.47,0.0,2020-05-05,0.0,Poor
16.2,5.1,0.0,4.36,46459.81,2020-05-06,774.3301666666666,Moderate
15.9,6.0,0.0,4.3,46668.08,2020-05-07,777.8013333333333,Moderate
8.6,1.7,0.0,6.44,48470.11,2020-05-08,807.8351666666666,Poor
16.0,-0.8,0.9,5.46,39318.49,2020-05-09,655.3081666666666,Moderate
9.0,4.2,6.3,6.75,4798.23,2020-05-10,79.97049999999999,Poor
10.7,1.4,0.0,4.65,21292.12,2020-05-11,354.8686666666666,Poor
14.3,0.3,0.0,2.82,48974.12,2020-05-12,816.2353333333334,Moderate
17.6,3.8,5.6,6.61,39272.15,2020-05-13,654.5358333333334,Moderate
21.6,10.9,3.3,4.52,19985.51,2020-05-14,333.0918333333333,Moderate
21.0,11.8,0.0,4.58,49327.4,2020-05-15,822.1233333333333,Optimal
22.3,9.0,0.0,5.66,35352.01,2020-05-16,589.2001666666667,Optimal
14.7,11.1,20.3,7.8,0.0,2020-05-17,0.0,Poor
13.4,10.2,2.3,6.65,5.79,2020-05-18,0.0965,Poor
20.2,9.8,0.0,4.96,8988.91,2020-05-19,149.81516666666667,Moderate
22.9,10.6,0.0,6.09,49877.51,2020-05-20,831.2918333333333,Optimal
22.1,10.7,0.0,4.36,32762.61,2020-05-21,546.0435,Optimal
21.9,13.4,0.0,3.64,20676.0,2020-05-22,344.6,Moderate
22.2,14.6,22.9,6.26,19759.23,2020-05-23,329.3205,Moderate
28.3,11.9,0.0,4.95,43076.0,2020-05-24,717.9333333333333,Optimal
28.5,18.1,1.0,5.28,45737.33,2020-05-25,762.2888333333334,Optimal
29.1,19.3,1.5,5.51,47732.23,2020-05-26,795.5371666666667,Moderate
26.9,20.3,6.0,4.5,37336.72,2020-05-27,622.2786666666667,Moderate
21.2,15.4,35.3,4.32,0.0,2020-05-28,0.0,Moderate
17.7,12.4,0.0,5.64,32174.17,2020-05-29,536.2361666666667,Moderate
19.3,10.5,0.0,5.46,50400.0,2020-05-30,840.0,Moderate
22.1,7.4,0.0,3.61,50400.0,2020-05-31,840.0,Optimal
26.7,15.0,2.6,8.13,30253.15,2020-06-01,504.2191666666667,Moderate
31.9,20.9,20.6,4.82,46800.0,2020-06-02,780.0,Moderate
29.3,18.8,0.8,2.81,50400.0,2020-06-03,840.0,Optimal
30.3,15.8,0.0,3.04,50400.0,2020-06-04,840.0,Moderate
28.1,19.7,1.0,4.84,46800.0,2020-06-05,780.0,Optimal
25.7,16.0,0.0,4.4,46517.62,2020-06-06,775.2936666666667,Optimal
27.8,14.4,0.0,5.25,50400.0,2020-06-07,840.0,Optimal
31.3,19.0,0.0,4.71,50400.0,2020-06-08,840.0,Moderate
27.0,19.1,25.8,5.92,15588.46,2020-06-09,259.80766666666665,Moderate
23.0,16.9,6.9,7.14,28935.49,2020-06-10,482.2581666666667,Moderate
25.0,13.5,0.0,7.4,50515.22,2020-06-11,841.9203333333334,Optimal
26.7,13.5,0.3,4.87,50400.0,2020-06-12,840.0,Optimal
20.1,10.1,0.0,4.21,50440.32,2020-06-13,840.672,Optimal
22.6,9.4,0.0,5.33,50583.01,2020-06-14,843.0501666666667,Optimal
25.4,11.9,0.0,4.96,48444.41,2020-06-15,807.4068333333333,Optimal
27.7,14.8,0.0,4.2,50586.59,2020-06-16,843.1098333333333,Optimal
28.8,16.5,0.0,5.33,50587.95,2020-06-17,843.1324999999999,Optimal
30.3,16.6,0.0,4.22,50400.0,2020-06-18,840.0,Moderate
24.8,20.1,9.1,3.79,18787.91,2020-06-19,313.1318333333333,Moderate
24.3,18.5,38.9,3.8,23624.06,2020-06-20,393.7343333333334,Moderate
28.0,14.3,0.3,3.42,47936.09,2020-06-21,798.9348333333332,Optimal
21.3,16.5,22.3,3.7,0.0,2020-06-22,0.0,Moderate
22.1,14.2,0.3,5.04,50428.61,2020-06-23,840.4768333333334,Optimal
23.6,13.9,4.1,5.55,48559.16,2020-06-24,809.3193333333334,Moderate
27.8,13.7,0.0,3.22,50400.0,2020-06-25,840.0,Optimal
25.3,18.7,24.4,4.02,22483.48,2020-06-26,374.7246666666667,Moderate
29.1,18.0,0.0,2.89,50674.27,2020-06-27,844.5711666666666,Optimal
30.5,18.3,0.3,5.08,50427.62,2020-06-28,840.4603333333333,Moderate
29.9,21.4,13.9,4.96,40618.18,2020-06-29,676.9696666666666,Moderate
31.1,21.1,0.0,6.09,48327.49,2020-06-30,805.4581666666667,Moderate
30.1,21.8,0.2,3.96,49288.88,2020-07-01,821.4813333333333,Moderate
30.9,20.2,0.0,3.03,49142.14,2020-07-02,819.0356666666667,Moderate
31.1,20.0,0.7,2.35,50390.29,2020-07-03,839.8381666666667,Moderate
31.0,21.4,0.5,2.45,50386.84,2020-07-04,839.7806666666667,Moderate
31.7,21.3,0.0,2.72,50351.64,2020-07-05,839.194,Moderate
31.3,22.8,1.2,2.92,50391.32,2020-07-06,839.8553333333333,Moderate
32.5,23.1,0.7,4.11,50278.18,2020-07-07,837.9696666666666,Moderate
32.0,22.0,1.3,3.74,50312.92,2020-07-08,838.5486666666667,Moderate
31.8,20.8,8.8,3.42,31704.1,2020-07-09,528.4016666666666,Moderate
28.4,20.5,0.4,5.33,50299.55,2020-07-10,838.3258333333334,Optimal
29.1,19.1,0.4,3.41,32274.98,2020-07-11,537.9163333333333,Optimal
27.0,17.7,0.0,3.61,49144.0,2020-07-12,819.0666666666667,Optimal
28.2,17.3,0.2,4.14,50027.82,2020-07-13,833.797,Optimal
30.0,20.6,9.2,5.95,39600.0,2020-07-14,660.0,Moderate
24.5,17.3,1.1,3.76,13555.53,2020-07-15,225.9255,Moderate
27.4,12.8,0.0,3.09,42001.4,2020-07-16,700.0233333333333,Optimal
30.7,19.2,0.0,5.0,49802.88,2020-07-17,830.048,Moderate
32.8,24.0,2.1,6.9,48706.48,2020-07-18,811.7746666666667,Moderate
28.3,22.4,10.0,6.16,45804.25,2020-07-19,763.4041666666667,Moderate
26.0,18.1,0.0,3.04,43779.08,2020-07-20,729.6513333333334,Optimal
26.8,17.3,7.1,4.81,37474.3,2020-07-21,624.5716666666667,Moderate
24.0,17.9,0.6,4.24,48865.29,2020-07-22,814.4215,Optimal
26.4,15.0,0.0,2.56,49485.89,2020-07-23,824.7648333333333,Optimal
30.0,17.6,0.4,3.81,49430.45,2020-07-24,823.8408333333333,Optimal
32.8,21.1,0.0,4.84,44286.63,2020-07-25,738.1105,Moderate
31.4,24.7,21.8,4.6,34918.04,2020-07-26,581.9673333333334,Moderate
28.3,20.3,0.0,5.02,49259.91,2020-07-27,820.9985,Optimal
29.8,19.2,0.5,7.37,48571.36,2020-07-28,809.5226666666666,Optimal
29.2,18.5,0.0,2.42,48495.88,2020-07-29,808.2646666666666,Optimal
26.9,18.1,0.0,4.22,48904.05,2020-07-30,815.0675,Optimal
26.3,15.9,0.0,2.48,41544.38,2020-07-31,692.4063333333332,Optimal
26.8,15.8,0.0,2.56,37556.3,2020-08-01,625.9383333333334,Optimal
24.4,17.4,0.9,5.7,39886.45,2020-08-02,664.7741666666666,Optimal
21.7,14.1,0.0,5.38,43764.67,2020-08-03,729.4111666666666,Optimal
22.0,12.1,0.0,3.75,48272.64,2020-08-04,804.544,Optimal
24.4,14.8,0.0,2.52,33193.16,2020-08-05,553.2193333333333,Optimal
25.8,15.2,0.0,3.71,44423.71,2020-08-06,740.3951666666667,Optimal
28.4,16.6,0.0,4.94,47821.0,2020-08-07,797.0166666666667,Optimal
30.2,20.7,6.8,7.18,39331.48,2020-08-08,655.5246666666667,Moderate
30.3,21.6,0.9,5.55,34846.08,2020-08-09,580.768,Moderate
27.0,18.0,10.4,5.35,23311.89,2020-08-10,388.5315,Moderate
27.3,15.0,0.0,2.53,47298.18,2020-08-11,788.303,Optimal
28.2,15.3,0.0,4.02,47040.84,2020-08-12,784.0139999999999,Optimal
28.6,17.9,2.1,3.73,39286.47,2020-08-13,654.7745,Moderate
29.5,17.9,0.0,3.99,42631.83,2020-08-14,710.5305000000001,Optimal
25.2,17.6,2.2,5.77,39923.02,2020-08-15,665.3836666666666,Moderate
27.6,15.5,0.0,4.81,45769.25,2020-08-16,762.8208333333333,Optimal
26.2,17.9,0.3,5.3,38206.29,2020-08-17,636.7715000000001,Optimal
25.1,14.2,0.0,3.6,45761.45,2020-08-18,762.6908333333333,Optimal
26.5,14.4,0.0,3.58,45565.3,2020-08-19,759.4216666666667,Optimal
27.4,17.5,0.0,4.2,44157.58,2020-08-20,735.9596666666667,Optimal
29.1,17.1,0.0,4.03,44860.91,2020-08-21,747.6818333333334,Optimal
28.0,19.4,3.9,4.77,34398.71,2020-08-22,573.3118333333333,Moderate
30.9,18.8,2.6,3.44,44442.22,2020-08-23,740.7036666666667,Moderate
33.8,20.6,7.3,3.78,40514.69,2020-08-24,675.2448333333334,Moderate
33.3,20.7,0.1,3.82,43967.29,2020-08-25,732.7881666666667,Moderate
33.5,23.0,0.0,5.95,43848.07,2020-08-26,730.8011666666666,Moderate
31.1,23.4,0.4,3.98,43240.7,2020-08-27,720.6783333333333,Moderate
31.1,22.3,12.1,5.86,26233.37,2020-08-28,437.2228333333333,Poor
24.9,17.1,0.0,5.24,43566.85,2020-08-29,726.1141666666666,Optimal
25.1,13.3,0.0,3.58,43201.63,2020-08-30,720.0271666666666,Optimal
23.6,15.5,7.8,5.03,28566.68,2020-08-31,476.1113333333333,Moderate
22.8,11.1,14.5,3.85,25646.35,2020-09-01,427.43916666666667,Moderate
27.1,15.8,0.0,5.41,43241.48,2020-09-02,720.6913333333334,Optimal
23.0,15.2,0.7,7.12,37415.11,2020-09-03,623.5851666666666,Optimal
24.7,12.2,0.0,5.55,43200.0,2020-09-04,720.0,Optimal
25.0,12.8,0.0,3.47,43195.46,2020-09-05,719.9243333333333,Optimal
28.9,16.3,20.5,9.27,26594.66,2020-09-06,443.2443333333333,Moderate
21.3,12.5,0.7,4.81,29162.18,2020-09-07,486.03633333333335,Optimal
14.1,8.9,7.6,5.26,11681.27,2020-09-08,194.6878333333333,Poor
11.4,8.3,9.7,5.62,0.0,2020-09-09,0.0,Poor
11.8,7.7,7.8,3.61,0.0,2020-09-10,0.0,Poor
15.3,9.9,10.7,4.47,0.0,2020-09-11,0.0,Poor
20.2,14.9,20.4,4.27,14752.93,2020-09-12,245.88216666666668,Moderate
22.9,12.3,0.0,4.04,41986.22,2020-09-13,699.7703333333334,Optimal
24.7,13.0,0.0,3.93,41812.28,2020-09-14,696.8713333333333,Optimal
26.2,15.7,0.0,6.0,41637.45,2020-09-15,693.9575,Optimal
24.3,14.8,0.0,4.72,41461.82,2020-09-16,691.0303333333334,Optimal
18.6,9.9,0.0,3.4,41285.51,2020-09-17,688.0918333333334,Moderate
16.6,7.5,0.0,3.94,41108.61,2020-09-18,685.1435,Moderate
18.8,7.1,0.0,3.81,40931.25,2020-09-19,682.1875,Moderate
21.1,10.3,0.0,5.51,40753.5,2020-09-20,679.225,Optimal
23.6,11.9,0.0,5.15,40575.48,2020-09-21,676.258,Optimal
25.6,14.0,0.0,3.18,40397.29,2020-09-22,673.2881666666667,Optimal
25.7,13.5,0.0,3.26,40219.04,2020-09-23,670.3173333333333,Optimal
22.7,15.9,11.4,4.38,10823.67,2020-09-24,180.3945,Moderate
25.9,16.1,0.0,6.2,39801.63,2020-09-25,663.3605,Optimal
27.4,18.9,0.0,6.55,28938.87,2020-09-26,482.3145,Optimal
24.0,14.3,0.6,4.91,546.53,2020-09-27,9.108833333333331,Moderate
15.1,9.4,1.7,5.7,35254.11,2020-09-28,587.5685,Moderate
15.8,7.8,0.0,4.92,13711.27,2020-09-29,228.5211666666667,Poor
15.5,10.2,1.1,9.72,34593.28,2020-09-30,576.5546666666667,Moderate
14.3,8.3,0.6,6.08,33079.85,2020-10-01,551.3308333333333,Poor
10.4,5.2,0.0,3.0,23222.26,2020-10-02,387.03766666666667,Poor
11.0,5.0,0.2,2.45,7577.69,2020-10-03,126.29483333333332,Poor
11.8,1.1,0.0,3.42,37859.99,2020-10-04,630.9998333333333,Moderate
16.9,5.0,0.0,7.48,37665.72,2020-10-05,627.7620000000001,Moderate
22.3,10.6,0.0,6.16,34315.85,2020-10-06,571.9308333333333,Optimal
20.7,13.0,0.0,4.78,37434.36,2020-10-07,623.9060000000001,Optimal
18.9,8.2,0.0,3.83,37322.41,2020-10-08,622.0401666666668,Moderate
26.5,13.4,0.0,7.0,37082.57,2020-10-09,618.0428333333333,Optimal
21.3,12.8,0.0,4.9,37024.34,2020-10-10,617.0723333333333,Optimal
21.4,8.3,0.1,6.19,32267.43,2020-10-11,537.7905,Optimal
19.6,10.3,13.1,7.43,21774.22,2020-10-12,362.9036666666667,Poor
17.2,9.7,0.2,7.18,31978.93,2020-10-13,532.9821666666667,Moderate
18.9,8.4,0.0,8.3,6014.66,2020-10-14,100.24433333333332,Poor
9.3,5.0,0.0,7.54,35774.18,2020-10-15,596.2363333333334,Poor
10.3,2.6,1.7,7.0,35725.55,2020-10-16,595.4258333333333,Poor
16.3,3.1,2.5,8.63,28048.08,2020-10-17,467.468,Poor
8.2,1.6,0.1,5.15,19944.48,2020-10-18,332.408,Poor
3.0,-3.1,0.5,2.48,14540.44,2020-10-19,242.34066666666664,Poor
6.6,-2.0,1.8,4.4,4532.36,2020-10-20,75.53933333333333,Poor
9.1,4.5,0.6,4.47,18493.67,2020-10-21,308.2278333333333,Poor
8.3,4.1,28.1,6.01,0.0,2020-10-22,0.0,Poor
5.2,1.4,8.3,6.5,428.18,2020-10-23,7.136333333333334,Poor
4.5,-1.8,0.0,3.26,29063.64,2020-10-24,484.394,Moderate
2.2,-1.4,2.3,3.35,10800.0,2020-10-25,180.0,Poor
2.4,-4.0,0.1,3.64,30125.31,2020-10-26,502.0885,Poor
3.5,-5.1,0.0,4.39,34171.18,2020-10-27,569.5196666666667,Poor
10.8,-1.0,0.0,5.02,33997.25,2020-10-28,566.6208333333333,Poor
5.8,0.4,0.0,6.35,5472.25,2020-10-29,91.20416666666668,Poor
6.3,-2.8,0.0,3.72,33651.78,2020-10-30,560.8629999999999,Poor
14.6,-0.4,0.0,8.46,31789.42,2020-10-31,529.8236666666667,Poor
5.7,-2.1,0.0,8.5,33310.68,2020-11-01,555.178,Poor
10.3,-2.8,0.0,5.5,33142.23,2020-11-02,552.3705000000001,Poor
18.6,3.1,0.0,5.02,32975.44,2020-11-03,549.5906666666667,Moderate
19.7,9.6,0.0,4.2,32699.7,2020-11-04,544.995,Moderate
20.3,9.0,0.0,3.34,32575.16,2020-11-05,542.9193333333334,Optimal
20.9,8.5,0.0,5.35,32000.54,2020-11-06,533.3423333333334,Optimal
20.4,13.9,0.0,6.36,32066.16,2020-11-07,534.436,Optimal
21.5,14.1,0.0,6.56,31392.6,2020-11-08,523.2099999999999,Optimal
21.3,17.9,1.2,8.85,18106.54,2020-11-09,301.77566666666667,Moderate
11.5,1.3,50.1,9.33,342.69,2020-11-10,5.7115,Poor
7.2,-1.3,0.0,7.36,31336.09,2020-11-11,522.2681666666666,Poor
11.0,0.0,1.6,5.38,23748.8,2020-11-12,395.8133333333333,Poor
2.7,-5.4,0.0,5.45,31075.11,2020-11-13,517.9185,Poor
9.0,-1.8,5.6,6.31,5581.06,2020-11-14,93.01766666666668,Poor
9.3,-1.8,4.5,9.88,13415.64,2020-11-15,223.594,Poor
8.0,-3.4,0.2,6.58,27297.18,2020-11-16,454.953,Poor
4.6,-4.5,0.0,5.14,30480.91,2020-11-17,508.0151666666667,Poor
10.6,-0.8,0.0,7.01,30372.69,2020-11-18,506.2115,Poor
16.9,9.5,0.0,6.55,24833.98,2020-11-19,413.8996666666666,Moderate
10.9,1.6,0.0,4.6,30288.94,2020-11-20,504.8156666666666,Poor
5.7,-3.2,0.0,2.44,30206.02,2020-11-21,503.4336666666667,Moderate
6.3,-2.5,0.0,4.56,14299.06,2020-11-22,238.31766666666667,Poor
4.1,-1.1,0.0,3.94,29218.73,2020-11-23,486.9788333333333,Poor
3.6,-0.7,10.6,4.48,0.0,2020-11-24,0.0,Poor
4.3,2.9,0.2,3.83,0.0,2020-11-25,0.0,Poor
7.8,-0.8,0.1,5.02,28604.9,2020-11-26,476.7483333333333,Poor
4.2,-2.8,0.0,4.7,29276.73,2020-11-27,487.9455,Poor
9.5,-2.0,0.0,4.81,28976.9,2020-11-28,482.9483333333334,Poor
5.4,-0.9,0.0,7.49,20604.59,2020-11-29,343.4098333333333,Poor
-1.1,-5.5,0.0,6.15,28954.78,2020-11-30,482.5796666666666,Poor
2.1,-8.1,0.0,2.53,28905.46,2020-12-01,481.7576666666666,Moderate
7.1,-5.7,0.0,3.91,28856.98,2020-12-02,480.9496666666666,Poor
4.8,-3.0,0.0,4.49,28653.92,2020-12-03,477.5653333333333,Poor
5.8,-1.5,0.0,3.98,28624.73,2020-12-04,477.0788333333333,Poor
3.4,-4.5,0.0,2.73,22784.72,2020-12-05,379.74533333333335,Poor
3.9,-1.5,0.0,2.65,27459.55,2020-12-06,457.6591666666666,Poor
3.1,-4.1,0.0,2.5,28452.45,2020-12-07,474.2075,Poor
5.7,-4.1,0.0,4.69,14787.51,2020-12-08,246.4585,Poor
9.4,-1.0,0.0,3.22,28451.97,2020-12-09,474.1995,Poor
10.4,-0.9,0.0,3.94,28449.88,2020-12-10,474.1646666666667,Poor
3.6,0.8,0.8,6.28,0.0,2020-12-11,0.0,Poor
2.3,-2.3,4.7,6.62,17193.53,2020-12-12,286.5588333333333,Poor
-0.2,-6.6,0.0,4.04,23152.78,2020-12-13,385.87966666666665,Poor
-2.7,-6.7,0.0,5.78,26086.92,2020-12-14,434.782,Poor
-3.4,-8.5,0.0,3.01,17871.01,2020-12-15,297.85016666666667,Poor
-0.3,-6.2,0.0,2.83,26514.81,2020-12-16,441.9135,Poor
1.2,-5.3,0.0,2.82,27473.55,2020-12-17,457.8925,Poor
3.2,-5.4,0.0,5.11,4056.91,2020-12-18,67.61516666666667,Poor
2.7,-1.4,0.1,3.22,13569.08,2020-12-19,226.15133333333333,Poor
3.8,-4.9,0.0,3.58,28236.93,2020-12-20,470.6155,Poor
5.9,-1.2,0.4,7.68,10357.44,2020-12-21,172.624,Poor
4.2,-4.9,0.0,6.68,28242.87,2020-12-22,470.7145,Poor
11.2,-7.5,0.3,9.82,7819.46,2020-12-23,130.32433333333333,Poor
-7.6,-14.3,0.7,8.15,20781.76,2020-12-24,346.36266666666666,Poor
-4.7,-16.1,0.0,4.47,28290.31,2020-12-25,471.5051666666667,Poor
-0.4,-8.5,0.0,3.61,28311.0,2020-12-26,471.85,Poor
-0.4,-4.6,3.3,4.88,0.0,2020-12-27,0.0,Poor
-1.1,-7.1,0.0,5.1,28283.09,2020-12-28,471.38483333333335,Poor
-2.1,-9.4,7.9,6.08,0.0,2020-12-29,0.0,Poor
-1.1,-7.2,0.8,7.18,934.39,2020-12-30,15.573166666666667,Poor
-3.8,-14.4,0.0,3.01,28269.2,2020-12-31,471.15333333333336,Poor
-2.4,-10.5,0.0,3.45,0.0,2021-01-01,0.0,Poor
-0.6,-12.7,0.0,2.91,20284.06,2021-01-02,338.0676666666667,Poor
0.7,-10.7,0.0,3.58,28398.88,2021-01-03,473.3146666666667,Poor
0.7,-6.4,0.1,3.89,767.29,2021-01-04,12.788166666666664,Poor
4.7,-5.6,0.0,3.42,28548.9,2021-01-05,475.815,Poor
-0.0,-6.6,0.0,3.21,21060.26,2021-01-06,351.0043333333333,Poor
0.2,-4.9,0.0,2.61,7377.64,2021-01-07,122.96066666666668,Poor
-0.5,-6.7,0.0,3.0,23905.01,2021-01-08,398.4168333333333,Poor
-0.8,-7.6,0.0,2.2,20155.51,2021-01-09,335.92516666666666,Moderate
-2.4,-8.5,0.0,2.41,4276.03,2021-01-10,71.26716666666667,Poor
2.1,-6.7,0.0,5.5,25944.71,2021-01-11,432.4118333333333,Poor
3.8,-4.1,0.0,3.48,28420.91,2021-01-12,473.6818333333333,Poor
4.7,-1.7,0.0,3.41,0.0,2021-01-13,0.0,Poor
2.8,-2.5,7.8,3.32,0.0,2021-01-14,0.0,Poor
3.1,0.4,2.5,3.84,18121.94,2021-01-15,302.0323333333333,Poor
2.6,-0.9,2.4,4.38,1110.89,2021-01-16,18.51483333333333,Poor
-0.8,-4.2,1.1,2.84,0.0,2021-01-17,0.0,Poor
-2.8,-10.2,0.1,4.41,17902.54,2021-01-18,298.3756666666667,Poor
-1.9,-11.4,1.5,6.16,3152.12,2021-01-19,52.53533333333333,Poor
1.9,-17.9,0.0,7.09,30417.28,2021-01-20,506.9546666666666,Poor
2.5,-7.9,0.0,8.6,28466.97,2021-01-21,474.4495,Poor
-8.7,-16.0,0.0,5.36,30649.84,2021-01-22,510.8306666666667,Poor
-4.8,-19.1,0.9,3.89,21103.4,2021-01-23,351.72333333333336,Poor
-0.4,-10.1,2.2,3.33,18884.96,2021-01-24,314.7493333333333,Poor
-4.4,-12.9,0.3,5.55,13490.81,2021-01-25,224.8468333333333,Poor
-3.6,-9.8,2.6,5.59,22841.25,2021-01-26,380.6875,Poor
-5.1,-14.1,0.0,3.54,31073.8,2021-01-27,517.8966666666666,Poor
-4.1,-20.4,0.0,3.05,31158.4,2021-01-28,519.3066666666667,Moderate
-1.6,-11.8,0.0,4.79,22849.72,2021-01-29,380.82866666666666,Poor
0.9,-5.1,4.1,6.18,12914.3,2021-01-30,215.2383333333333,Poor
0.3,-2.8,7.6,5.28,0.0,2021-01-31,0.0,Poor
1.1,-5.9,0.0,4.24,10428.09,2021-02-01,173.8015,Poor
-0.0,-10.9,0.0,2.6,31904.42,2021-02-02,531.7403333333333,Moderate
1.6,-15.5,0.0,5.1,29656.61,2021-02-03,494.2768333333333,Poor
1.6,-9.8,13.2,7.7,0.0,2021-02-04,0.0,Poor
-10.8,-15.0,0.0,6.99,28908.64,2021-02-05,481.8106666666666,Poor
-14.2,-21.6,0.0,4.78,9660.33,2021-02-06,161.0055,Poor
-17.2,-27.4,0.0,3.47,32978.89,2021-02-07,549.6481666666666,Moderate
-13.1,-23.7,0.2,1.84,32707.3,2021-02-08,545.1216666666667,Moderate
-11.3,-25.1,0.0,3.42,31715.23,2021-02-09,528.5871666666667,Moderate
-11.0,-21.8,0.0,2.72,30763.67,2021-02-10,512.7278333333333,Moderate
-14.7,-22.3,1.5,3.19,3497.6,2021-02-11,58.29333333333333,Poor
-16.6,-21.9,0.4,4.43,28320.86,2021-02-12,472.01433333333335,Poor
-17.1,-22.5,1.9,4.13,15790.58,2021-02-13,263.17633333333333,Poor
-18.9,-25.4,0.0,4.3,28800.0,2021-02-14,480.0,Poor
-15.5,-25.8,0.0,4.03,30614.25,2021-02-15,510.2375,Poor
-7.5,-21.3,0.0,3.31,33641.61,2021-02-16,560.6935,Moderate
-8.3,-22.4,0.0,2.55,32202.54,2021-02-17,536.7090000000001,Moderate
-4.8,-15.7,0.2,3.22,28266.01,2021-02-18,471.10016666666667,Poor
-5.9,-17.4,0.0,3.16,33005.78,2021-02-19,550.0963333333333,Moderate
-1.7,-22.1,0.0,3.76,34984.84,2021-02-20,583.0806666666666,Poor
-0.8,-8.2,3.7,4.65,739.89,2021-02-21,12.3315,Poor
4.3,-4.6,0.0,5.94,20482.98,2021-02-22,341.383,Poor
7.2,0.6,0.0,5.98,24323.37,2021-02-23,405.3895,Poor
5.3,-2.9,0.2,5.83,29629.23,2021-02-24,493.8205,Poor
5.0,-7.4,0.0,3.67,36204.36,2021-02-25,603.4060000000001,Poor
6.0,-8.3,0.0,6.4,30435.21,2021-02-26,507.2535,Poor
8.2,-3.0,0.0,3.81,36688.12,2021-02-27,611.4686666666668,Poor
6.7,-4.6,0.2,8.56,12827.36,2021-02-28,213.78933333333333,Poor
-1.9,-12.6,0.4,4.61,33874.03,2021-03-01,564.5671666666666,Poor
5.8,-15.0,0.0,6.44,37244.59,2021-03-02,620.7431666666666,Poor
9.2,-3.0,0.0,3.28,37361.25,2021-03-03,622.6875,Moderate
6.8,-6.5,0.0,3.96,37610.73,2021-03-04,626.8455,Poor
7.6,-5.1,0.0,2.61,33696.02,2021-03-05,561.6003333333333,Moderate
9.5,-5.4,0.0,2.77,37865.26,2021-03-06,631.0876666666667,Moderate
13.1,-3.0,0.0,5.4,37941.95,2021-03-07,632.3658333333333,Poor
15.4,3.4,0.0,4.85,38018.1,2021-03-08,633.635,Moderate
18.3,4.0,0.0,7.63,38093.82,2021-03-09,634.897,Moderate
18.8,12.2,9.3,7.83,6142.16,2021-03-10,102.36933333333332,Poor
11.6,2.2,0.0,8.46,34984.29,2021-03-11,583.0715,Poor
8.9,-0.7,0.0,3.86,38551.95,2021-03-12,642.5324999999999,Poor
14.5,-2.5,0.0,3.82,37791.57,2021-03-13,629.8595,Poor
9.7,0.5,0.0,6.3,25512.58,2021-03-14,425.2096666666667,Poor
1.3,-1.6,10.1,7.1,0.0,2021-03-15,0.0,Poor
7.1,-0.8,0.0,3.5,31732.54,2021-03-16,528.8756666666667,Poor
5.7,-0.3,0.5,5.19,12502.58,2021-03-17,208.3763333333333,Poor
10.1,1.6,0.0,7.36,38761.45,2021-03-18,646.0241666666666,Poor
11.4,-3.5,0.0,3.34,40326.13,2021-03-19,672.1021666666667,Moderate
13.9,-0.8,0.0,4.93,40507.56,2021-03-20,675.126,Poor
16.5,4.5,0.0,8.01,37968.23,2021-03-21,632.8038333333334,Moderate
16.6,8.5,1.5,5.32,24086.07,2021-03-22,401.4345,Poor
14.7,7.0,8.1,5.8,11796.24,2021-03-23,196.604,Poor
11.7,6.0,7.6,7.93,3356.04,2021-03-24,55.934,Poor
7.5,3.4,4.4,3.97,0.0,2021-03-25,0.0,Poor
11.7,-0.8,0.3,2.97,41582.06,2021-03-26,693.0343333333333,Poor
10.0,4.0,5.9,7.2,1358.92,2021-03-27,22.648666666666667,Poor
6.4,0.2,0.0,8.01,40971.54,2021-03-28,682.859,Poor
18.8,-0.5,0.0,8.94,41163.67,2021-03-29,686.0611666666666,Moderate
14.9,2.4,0.2,7.47,29557.47,2021-03-30,492.6245,Poor
3.4,-2.4,0.0,6.55,39598.95,2021-03-31,659.9825,Poor
5.0,-6.3,0.0,3.79,42473.45,2021-04-01,707.8908333333333,Poor
10.7,-2.3,0.0,6.65,42577.83,2021-04-02,709.6305,Poor
21.1,5.5,0.0,4.83,42682.2,2021-04-03,711.37,Optimal
23.1,6.8,0.0,6.3,42786.47,2021-04-04,713.1078333333334,Optimal
24.5,13.3,0.2,5.82,37287.15,2021-04-05,621.4525,Optimal
25.0,14.9,0.5,5.61,36205.29,2021-04-06,603.4215,Optimal
24.0,15.0,2.0,6.33,37985.14,2021-04-07,633.0856666666666,Moderate
17.4,10.6,5.6,5.58,23916.23,2021-04-08,398.6038333333333,Poor
16.1,8.5,7.9,5.04,13117.93,2021-04-09,218.63216666666668,Poor
11.1,6.9,7.5,6.34,0.0,2021-04-10,0.0,Poor
11.6,7.0,5.3,6.26,343.36,2021-04-11,5.722666666666667,Poor
13.0,5.6,0.0,6.93,30293.36,2021-04-12,504.88933333333335,Poor
8.5,2.5,0.0,6.51,16879.13,2021-04-13,281.3188333333334,Poor
5.6,0.5,0.0,4.78,4120.71,2021-04-14,68.6785,Poor
10.2,2.1,0.0,4.25,18254.19,2021-04-15,304.2365,Poor
